User ID,User Name,User Email,User Age,User Location,Order ID,Order User ID,Order Product ID,Order Quantity,Order Date,Product ID,Product Name,Product Category,Product Price,Product Stock Quantity
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,35,C012,36,1,2024-06-01,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,36,C012,37,2,2024-05-31,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,37,C013,38,3,2024-05-30,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,38,C013,39,4,2024-05-29,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,39,C013,40,5,2024-05-28,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,40,C014,41,1,2024-05-27,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,41,C014,42,2,2024-05-26,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,42,C014,43,3,2024-05-25,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,43,C015,44,4,2024-05-24,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,44,C015,45,5,2024-05-23,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,45,C015,46,1,2024-05-22,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,46,C016,47,2,2024-05-21,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,47,C016,48,3,2024-05-20,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,48,C016,49,4,2024-05-19,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,49,C017,50,5,2024-05-18,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,50,C017,1,1,2024-05-17,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,51,C017,2,2,2024-05-16,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,52,C018,3,3,2024-05-15,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,53,C018,4,4,2024-05-14,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,54,C018,5,5,2024-05-13,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,55,C019,6,1,2024-05-12,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,56,C019,7,2,2024-05-11,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,57,C019,8,3,2024-05-10,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,58,C020,9,4,2024-05-09,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,59,C020,10,5,2024-05-08,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,60,C020,11,1,2024-05-07,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,61,C021,12,2,2024-05-06,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,62,C021,13,3,2024-05-05,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,63,C021,14,4,2024-05-04,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,64,C022,15,5,2024-05-03,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,65,C022,16,1,2024-05-02,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,66,C022,17,2,2024-05-01,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,67,C023,18,3,2024-04-30,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,68,C023,19,4,2024-04-29,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,69,C023,20,5,2024-04-28,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,70,C024,21,1,2024-04-27,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,71,C024,22,2,2024-04-26,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,72,C024,23,3,2024-04-25,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,73,C025,24,4,2024-04-24,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,74,C025,25,5,2024-04-23,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,75,C025,26,1,2024-04-22,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,76,C026,27,2,2024-04-21,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,77,C026,28,3,2024-04-20,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,78,C026,29,4,2024-04-19,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,79,C027,30,5,2024-04-18,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,80,C027,31,1,2024-04-17,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,81,C027,32,2,2024-04-16,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,82,C028,33,3,2024-04-15,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,83,C028,34,4,2024-04-14,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,84,C028,35,5,2024-04-13,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,85,C029,36,1,2024-04-12,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,86,C029,37,2,2024-04-11,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,87,C029,38,3,2024-04-10,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,88,C030,39,4,2024-04-09,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,89,C030,40,5,2024-04-08,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,90,C030,41,1,2024-04-07,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,91,C031,42,2,2024-04-06,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,92,C031,43,3,2024-04-05,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,93,C031,44,4,2024-04-04,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,94,C032,45,5,2024-04-03,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,95,C032,46,1,2024-04-02,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,96,C032,47,2,2024-04-01,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,97,C033,48,3,2024-03-31,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,98,C033,49,4,2024-03-30,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,99,C033,50,5,2024-03-29,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,100,C034,1,1,2024-03-28,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,101,C034,2,2,2024-03-27,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,102,C034,3,3,2024-03-26,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,103,C035,4,4,2024-03-25,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,104,C035,5,5,2024-03-24,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,105,C035,6,1,2024-03-23,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,106,C036,7,2,2024-03-22,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,107,C036,8,3,2024-03-21,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,108,C036,9,4,2024-03-20,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,109,C037,10,5,2024-03-19,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,110,C037,11,1,2024-03-18,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,111,C037,12,2,2024-03-17,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,112,C038,13,3,2024-03-16,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,113,C038,14,4,2024-03-15,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,114,C038,15,5,2024-03-14,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,115,C039,16,1,2024-03-13,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,116,C039,17,2,2024-03-12,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,117,C039,18,3,2024-03-11,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,118,C040,19,4,2024-03-10,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,119,C040,20,5,2024-03-09,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,120,C040,21,1,2024-03-08,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,121,C041,22,2,2024-03-07,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,122,C041,23,3,2024-03-06,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,123,C041,24,4,2024-03-05,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,124,C042,25,5,2024-03-04,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,125,C042,26,1,2024-03-03,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,126,C042,27,2,2024-03-02,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,127,C043,28,3,2024-03-01,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,128,C043,29,4,2024-02-29,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,129,C043,30,5,2024-02-28,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,130,C044,31,1,2024-02-27,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,131,C044,32,2,2024-02-26,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,132,C044,33,3,2024-02-25,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,133,C045,34,4,2024-02-24,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,134,C045,35,5,2024-02-23,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,135,C045,36,1,2024-02-22,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,136,C046,37,2,2024-02-21,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,137,C046,38,3,2024-02-20,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,138,C046,39,4,2024-02-19,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,139,C047,40,5,2024-02-18,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,140,C047,41,1,2024-02-17,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,141,C047,42,2,2024-02-16,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,142,C048,43,3,2024-02-15,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,143,C048,44,4,2024-02-14,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,144,C048,45,5,2024-02-13,12,Hash,Food,69.69,12
a665a45920422f9d417e4867efdc4fb8a04a1f3fff1fa07e998e86f7f7a27ae3,John Doe,test@gmail.com,25,USA,145,C049,46,1,2024-02-12,12,Hash,Food,69.69,12
